8.9	0.006	25.28
8.9	0.007	23.85
8.9	0.008	22.76
8.9	0.009	21.71
8.9	0.01	20.94
9	0.0005	55.87
9	0.001	49.17
9	0.002	40.31
9	0.003	34.51
9	0.004	30.25
9	0.005	28.28
9	0.006	26.39
9	0.007	25.04
9	0.008	23.77
9	0.009	22.85
9	0.01	21.9
9.1	0.0005	57.1
9.1	0.001	50.88
9.1	0.002	42.34
9.1	0.003	36.53
9.1	0.004	32.01
9.1	0.005	29.51
9.1	0.006	27.79
9.1	0.007	26.21
9.1	0.008	24.99
9.1	0.009	23.92
9.1	0.01	22.94
9.2	0.001	52.48
9.2	0.002	44.58
9.2	0.003	38.66
9.2	0.004	34.2
9.2	0.005	30.73
9.2	0.006	29.04
9.2	0.007	27.45
9.2	0.008	26.14
9.2	0.009	24.99
9.2	0.01	24.02
9.3	0.001	54.03
9.3	0.002	46.59
9.3	0.003	40.88
9.3	0.004	36.37
9.3	0.005	32.74
9.3	0.006	30.34
9.3	0.007	28.77
9.3	0.008	27.43
9.3	0.009	26.19
9.3	0.01	25.14
9.4	0.001	55.52
9.4	0.002	48.49
9.4	0.003	43.03
9.4	0.004	38.57
9.4	0.005	34.86
9.4	0.006	31.95
9.4	0.007	30.16
9.4	0.008	28.74
9.4	0.009	27.48
9.4	0.01	26.34
9.5	0.001	56.79
9.5	0.002	50.29
9.5	0.003	45.22
9.5	0.004	40.86
9.5	0.005	37.17
9.5	0.006	34.14
9.5	0.007	31.56
9.5	0.008	30.13
9.5	0.009	28.86
9.5	0.01	27.7
9.6	0.002	52.04
9.6	0.003	47.28
9.6	0.004	43.01
9.6	0.005	39.47
9.6	0.006	36.4
9.6	0.007	33.73
9.6	0.008	31.46
9.6	0.009	30.26
9.6	0.01	29.09
9.7	0.002	53.67
9.7	0.003	49.21
9.7	0.004	45.22
9.7	0.005	41.71
9.7	0.006	38.67
9.7	0.007	35.96
9.7	0.008	33.65
9.7	0.009	31.64
9.7	0.01	30.49
9.8	0.002	55.13
9.8	0.003	51.05
9.8	0.004	47.31
9.8	0.005	43.97
9.8	0.006	41
9.8	0.007	38.3
9.8	0.008	35.94
9.8	0.009	33.83
9.8	0.01	31.95
9.9	0.002	56.45
9.9	0.003	52.75
9.9	0.004	49.27
9.9	0.005	46.18
9.9	0.006	43.32
9.9	0.007	40.67
9.9	0.008	38.31
9.9	0.009	36.16
9.9	0.01	34.23
10	0.003	54.28
10	0.004	51.11
10	0.005	48.26
10	0.006	45.53
10	0.007	43.01
10	0.008	40.66
10	0.009	38.55
10	0.01	36.59
10.1	0.003	55.67
10.1	0.004	52.79
10.1	0.005	50.15
10.1	0.006	47.65
10.1	0.009	40.93
10.1	0.01	38.98
6	0.055	6.08
6	0.06	5.91
6	0.07	5.6
6	0.072	5.54
6	0.075	5.47
6	0.08	5.35
6	0.09	5.11
6	0.1	4.9
6.1	0.012	8.54
6.1	0.015	8.17
6.1	0.02	8.06
6.1	0.03	7.23
6.1	0.04	6.72
6.1	0.05	6.28
6.1	0.055	6.09
6.1	0.06	5.93
6.1	0.07	5.63
6.1	0.072	5.57
6.1	0.075	5.5
6.1	0.08	5.38
6.1	0.09	5.16
6.1	0.1	4.96
6.2	0.012	8.7
6.2	0.015	8.32
6.2	0.02	8.14
6.2	0.03	7.28
6.2	0.04	6.73
6.2	0.05	6.3
6.2	0.055	6.12
6.2	0.06	5.95
6.2	0.07	5.66
6.2	0.072	5.61
6.2	0.075	5.54
6.2	0.08	5.42
6.2	0.09	5.22
6.2	0.1	5.05
6.3	0.012	8.87
6.3	0.015	8.48
6.3	0.02	8.21
6.3	0.03	7.3
6.3	0.04	6.75
6.3	0.05	6.33
6.3	0.055	6.15
6.3	0.06	5.99
6.3	0.07	5.72
6.3	0.072	5.67
6.3	0.075	5.61
6.3	0.08	5.5
6.3	0.09	5.33
6.3	0.1	5.21
6.4	0.012	9.05
6.4	0.015	8.65
6.4	0.02	8.27
6.4	0.03	7.33
6.4	0.04	6.78
6.4	0.05	6.37
6.4	0.055	6.21
6.4	0.06	6.07
6.4	0.07	5.84
6.4	0.072	5.79
6.4	0.075	5.75
6.4	0.08	5.67
6.4	0.09	5.56
6.4	0.1	5.5
6.5	0.012	9.23
6.5	0.015	8.83
6.5	0.02	8.31
6.5	0.03	7.35
6.5	0.04	6.83
6.5	0.05	6.46
6.5	0.055	6.32
6.5	0.06	6.23
6.5	0.07	6.08
6.5	0.072	6.05
6.5	0.075	6.01
6.5	0.08	5.95
6.5	0.09	5.86
6.5	0.1	5.77
6.6	0.012	9.43
6.6	0.015	8.99
6.6	0.02	8.35
6.6	0.03	7.38
6.6	0.04	6.91
6.6	0.05	6.64
6.6	0.055	6.57
6.6	0.06	6.51
6.6	0.07	6.35
6.6	0.072	6.32
6.6	0.075	6.27
6.6	0.08	6.19
6.6	0.09	6.09
6.6	0.1	5.99
6.7	0.012	9.65
6.7	0.015	9.14
6.7	0.02	8.36
6.7	0.03	7.43
6.7	0.04	7.1
6.7	0.05	6.94
6.7	0.055	6.86
6.7	0.06	6.76
6.7	0.07	6.58
6.7	0.072	6.54
6.7	0.075	6.49
6.7	0.08	6.43
6.7	0.09	6.33
6.7	0.1	6.22
6.8	0.012	9.83
6.8	0.015	9.27
6.8	0.02	8.39
6.8	0.03	7.5
6.8	0.04	7.4
6.8	0.05	7.2
6.8	0.055	7.1
6.8	0.06	7.01
6.8	0.07	6.81
6.8	0.072	6.78
6.8	0.075	6.72
6.8	0.08	6.64
6.8	0.09	6.48
6.8	0.1	6.33
6.9	0.012	10.04
6.9	0.015	9.36
6.9	0.02	8.44
6.9	0.03	7.69
6.9	0.04	7.68
6.9	0.05	7.46
6.9	0.055	7.35
6.9	0.06	7.24
6.9	0.07	7.04
6.9	0.072	7
6.9	0.075	6.95
6.9	0.08	6.86
6.9	0.09	6.68
6.9	0.1	6.53
7	0.012	10.25
7	0.015	9.42
7	0.02	8.49
7	0.03	8.06
7	0.04	7.95
7	0.05	7.69
7	0.055	7.57
7	0.06	7.46
7	0.07	7.26
7	0.072	7.22
7	0.075	7.15
7	0.08	7.06
7	0.09	6.89
7	0.1	6.72
7.1	0.012	10.41
7.1	0.015	9.47
7.1	0.02	8.59
7.1	0.03	8.4
7.1	0.04	8.18
7.1	0.05	7.9
7.1	0.055	7.78
7.1	0.06	7.67
7.1	0.07	7.45
7.1	0.072	7.41
7.1	0.075	7.36
7.1	0.08	7.27
7.1	0.09	7.09
7.1	0.1	6.92
7.2	0.012	10.63
7.2	0.015	9.53
7.2	0.02	8.82
7.2	0.03	8.7
7.2	0.04	8.4
7.2	0.05	8.11
7.2	0.055	7.99
7.2	0.06	7.87
7.2	0.07	7.64
7.2	0.072	7.6
7.2	0.075	7.54
7.2	0.08	7.45
7.2	0.09	7.29
7.2	0.1	7.1
7.3	0.012	10.83
7.3	0.015	9.58
7.3	0.02	9.26
7.3	0.03	8.98
7.3	0.04	8.62
7.3	0.05	8.31
7.3	0.055	8.18
7.3	0.06	8.05
7.3	0.07	7.83
7.3	0.072	7.79
7.3	0.075	7.74
7.3	0.08	7.64
7.3	0.09	7.48
7.3	0.1	7.29
7.4	0.012	11.02
7.4	0.015	9.66
7.4	0.02	9.67
7.4	0.03	9.23
7.4	0.04	8.83
7.4	0.05	8.51
7.4	0.055	8.37
7.4	0.06	8.24
7.4	0.07	8.01
7.4	0.072	7.97
7.4	0.075	7.92
7.4	0.08	7.82
7.4	0.09	7.66
7.4	0.1	7.48
7.5	0.012	11.18
7.5	0.015	9.77
7.5	0.02	10.05
7.5	0.03	9.48
7.5	0.04	9.04
7.5	0.05	8.69
7.5	0.055	8.56
7.5	0.06	8.43
7.5	0.07	8.19
7.5	0.072	8.15
7.5	0.075	8.09
7.5	0.08	7.99
7.5	0.09	7.82
7.5	0.1	7.67
7.6	0.012	11.35
7.6	0.015	10
7.6	0.02	10.4
7.6	0.03	9.74
7.6	0.04	9.25
7.6	0.05	8.89
7.6	0.055	8.74
7.6	0.06	8.6
7.6	0.07	8.36
7.6	0.072	8.32
7.6	0.075	8.27
7.6	0.08	8.17
7.6	0.09	8
7.6	0.1	7.85
7.7	0.012	11.54
7.7	0.015	10.34
7.7	0.02	10.64
7.7	0.03	9.99
7.7	0.04	9.46
7.7	0.05	9.09
7.7	0.055	8.93
7.7	0.06	8.79
7.7	0.07	8.55
7.7	0.072	8.51
7.7	0.075	8.44
7.7	0.08	8.34
7.7	0.09	8.17
7.7	0.1	8.02
7.8	0.012	11.73
7.8	0.015	10.91
7.8	0.02	10.98
7.8	0.03	10.24
7.8	0.04	9.69
7.8	0.05	9.28
7.8	0.055	9.12
7.8	0.06	8.97
7.8	0.07	8.73
7.8	0.072	8.68
7.8	0.075	8.61
7.8	0.08	8.51
7.8	0.09	8.33
7.8	0.1	8.19
7.9	0.012	11.91
7.9	0.015	11.67
7.9	0.02	11.39
7.9	0.03	10.51
7.9	0.04	9.93
7.9	0.05	9.48
7.9	0.055	9.31
7.9	0.06	9.17
7.9	0.07	8.91
7.9	0.072	8.86
7.9	0.075	8.79
7.9	0.08	8.69
7.9	0.09	8.51
7.9	0.1	8.36
8	0.012	12.14
8	0.015	12.52
8	0.02	11.86
8	0.03	10.76
8	0.04	10.16
8	0.05	9.7
8	0.055	9.51
8	0.06	9.36
8	0.07	9.09
8	0.072	9.04
8	0.075	8.97
8	0.08	8.87
8	0.09	8.68
8	0.1	8.54
8.1	0.012	12.27
8.1	0.015	13.35
8.1	0.02	12.45
8.1	0.03	10.93
8.1	0.04	10.41
8.1	0.05	9.94
8.1	0.055	9.73
8.1	0.06	9.57
8.1	0.07	9.28
8.1	0.072	9.23
8.1	0.075	9.16
8.1	0.08	9.05
8.1	0.09	8.86
8.1	0.1	8.7
8.2	0.012	12.64
8.2	0.015	14.02
8.2	0.02	13.04
8.2	0.03	11.26
8.2	0.04	10.67
8.2	0.05	10.16
8.2	0.055	9.97
8.2	0.06	9.77
8.2	0.07	9.47
8.2	0.072	9.42
8.2	0.075	9.35
8.2	0.08	9.24
8.2	0.09	9.05
8.2	0.1	8.87
8.3	0.012	13.07
8.3	0.015	14.59
8.3	0.02	13.57
8.3	0.03	11.66
8.3	0.04	10.92
8.3	0.05	10.4
8.3	0.055	10.19
8.3	0.06	10.01
8.3	0.07	9.68
8.3	0.072	9.64
8.3	0.075	9.56
8.3	0.08	9.44
8.3	0.09	9.22
8.3	0.1	9.04
8.4	0.012	13.3
8.4	0.015	15.17
8.4	0.02	14.09
8.4	0.03	12.08
8.4	0.04	11.07
8.4	0.05	10.67
8.4	0.055	10.46
8.4	0.06	10.24
8.4	0.07	9.92
8.4	0.072	9.85
8.4	0.075	9.76
8.4	0.08	9.63
8.4	0.09	9.39
8.4	0.1	9.19
8.5	0.012	13.98
8.5	0.02	14.57
8.5	0.03	12.61
8.5	0.04	11.37
8.5	0.05	10.94
8.5	0.055	10.71
8.5	0.06	10.49
8.5	0.07	10.13
8.5	0.072	10.07
8.5	0.075	9.97
8.5	0.08	9.83
8.5	0.09	9.56
8.5	0.1	9.34
8.6	0.012	14.47
8.6	0.02	15.04
8.6	0.03	13.17
8.6	0.04	11.77
8.6	0.05	11.14
8.6	0.055	10.97
8.6	0.06	10.74
8.6	0.07	10.36
8.6	0.072	10.3
8.6	0.075	10.18
8.6	0.08	10.02
8.6	0.09	9.71
8.6	0.1	9.44
8.7	0.012	15.18
8.7	0.02	15.59
8.7	0.03	13.65
8.7	0.04	12.2
8.7	0.05	11.35
8.7	0.055	11.2
8.7	0.06	11
8.7	0.07	10.6
8.7	0.072	10.51
8.7	0.075	10.39
8.7	0.08	10.18
8.7	0.09	9.83
8.7	0.1	9.52
8.8	0.03	14.13
8.8	0.04	12.71
8.8	0.05	11.7
8.8	0.055	11.37
8.8	0.06	11.24
8.8	0.07	10.8
8.8	0.072	10.72
8.8	0.075	10.59
8.8	0.08	10.34
8.8	0.09	9.91
8.8	0.1	9.56
8.9	0.03	14.69
8.9	0.04	13.2
8.9	0.05	12.08
8.9	0.055	11.73
8.9	0.06	11.41
8.9	0.07	11.03
8.9	0.072	10.92
8.9	0.075	10.77
8.9	0.08	10.46
8.9	0.09	9.96
8.9	0.1	9.58
9	0.03	15.22
9	0.04	13.69
9	0.05	12.53
9	0.055	12.08
9	0.06	11.71
9	0.07	11.24
9	0.072	11.1
9	0.075	10.92
9	0.08	10.57
9	0.09	9.99
9	0.1	9.59
9.1	0.04	14.18
9.1	0.05	13.06
9.1	0.055	12.49
9.1	0.06	12.07
9.1	0.07	11.39
9.1	0.072	11.27
9.1	0.075	11.04
9.1	0.08	10.64
9.1	0.09	10.01
9.1	0.1	9.59
9.2	0.04	14.81
9.2	0.05	13.55
9.2	0.055	13.01
9.2	0.06	12.46
9.2	0.07	11.51
9.2	0.072	11.4
9.2	0.075	11.14
9.2	0.08	10.69
9.2	0.09	10.01
9.2	0.1	9.59
9.3	0.04	15.37
9.3	0.05	14.03
9.3	0.055	13.51
9.3	0.06	12.9
9.3	0.07	11.63
9.3	0.072	11.49
9.3	0.075	11.23
9.3	0.08	10.71
9.3	0.09	10.01
9.3	0.1	9.59
9.4	0.04	15.89
9.4	0.05	14.52
9.4	0.055	13.98
9.4	0.06	13.36
9.4	0.07	11.77
9.4	0.072	11.55
9.4	0.075	11.28
9.4	0.08	10.72
9.4	0.09	10.01
9.4	0.1	9.59
9.5	0.05	15.11
9.5	0.055	14.38
9.5	0.06	13.82
9.5	0.07	11.92
9.5	0.072	11.6
9.5	0.075	11.32
9.5	0.08	10.73
9.5	0.09	10.01
9.5	0.1	9.59
9.6	0.05	15.55
9.6	0.055	14.88
9.6	0.06	14.19
9.6	0.07	12.04
9.6	0.072	11.65
9.6	0.075	11.34
9.6	0.08	10.73
9.6	0.09	10.01
9.6	0.1	9.59
9.7	0.05	15.95
9.7	0.055	15.27
9.7	0.06	14.51
9.7	0.07	12.13
9.7	0.072	11.68
9.7	0.075	11.34
9.7	0.08	10.73
9.7	0.09	10.01
9.7	0.1	9.59
9.8	0.055	15.62
9.8	0.06	14.86
9.8	0.07	12.2
9.8	0.072	11.7
9.8	0.075	11.35
9.8	0.08	10.72
9.8	0.09	10.01
9.8	0.1	9.59
9.9	0.055	15.96
9.9	0.06	15.18
9.9	0.07	12.25
9.9	0.072	11.7
9.9	0.075	11.35
9.9	0.08	10.72
9.9	0.09	10.01
9.9	0.1	9.59
10	0.06	15.52
10	0.07	12.28
10	0.072	11.7
10	0.075	11.35
10	0.08	10.72
10	0.09	10.01
10	0.1	9.59
10.1	0.06	15.93
10.1	0.07	12.29
10.1	0.072	11.7
10.1	0.075	11.34
10.1	0.08	10.72
10.1	0.1	9.59
